tool_id,primary_domain,subdomain,top_5_tasks
play::com.application.zomato,Food Services,Food Delivery & Discovery,"['Order food delivery from restaurants', 'Browse restaurant menus and reviews', 'Book dining tables at restaurants', 'Track live order delivery status', 'Apply promo codes and discounts']"
play::com.teacapps.barcodescanner,Productivity Tools,Code Scanning Utility,"['Scan QR codes for information', 'Read product barcodes for details', 'Compare prices across online retailers', 'Create and share custom QR codes', 'Save scan history for reference']"
play::com.generagames.resistance,Gaming,Shooter Action,"['Complete offline single-player missions', 'Upgrade weapons and equipment', 'Engage in sniper shooting battles', 'Unlock new characters and gear', 'Compete in multiplayer shooting modes']"
play::com.nekki.shadowfight3,Gaming,Fighting RPG,"['Master three distinct fighting styles', 'Collect and upgrade weapons and armor', 'Battle through story campaign chapters', 'Challenge opponents in PvP duels', 'Customize character abilities and gear']"
play::fi.twomenandadog.zombiecatchers,Gaming,Action Adventure,"['Hunt and capture zombies with gadgets', 'Build and expand zombie processing business', 'Craft and sell zombie-based products', 'Upgrade hunting equipment and traps', 'Explore new territories for zombies']"
play::qrcodescanner.barcodescanner.qrscanner.qrcodereader,Utility Tools,Code Scanning & Reading,"['Scan QR codes for instant information retrieval', 'Decode barcodes for product identification', 'Access educational platforms via QR links', 'Share scanned code data with colleagues', 'Generate quick access to digital learning materials']"
play::com.olacabs.customer,Transportation,Ride-Hailing Services,"['Book cabs for business travel', 'Schedule auto-rickshaw rides for local commutes', 'Arrange bike taxi for quick point-to-point transport', 'Track ride status in real-time', 'Manage corporate travel expenses with ride history']"
play::com.ubercab.driver,Gig Economy,Driver & Delivery Services,"['Accept and complete ride requests', 'Manage delivery orders efficiently', 'Track daily earnings and performance metrics', 'Navigate to pickup and drop-off locations', 'Schedule flexible working hours']"
play::com.truecaller,Communication,Call Management & Security,"['Identify unknown callers before answering', 'Block spam and telemarketing calls', 'Perform reverse number lookups for verification', 'Record important business calls', 'Filter suspicious numbers automatically']"
play::com.microsoft.office.outlook,Productivity,Email & Calendar Management,"['Manage multiple email accounts in one inbox', 'Schedule and organize calendar appointments', 'Prioritize emails with intelligent filtering', 'Attach and share files from cloud storage', 'Set reminders for important meetings']"
play::com.google.android.apps.docs.editors.docs,Productivity,Document Collaboration,"['Create and edit documents collaboratively', 'Add comments and assign action items to team members', 'Work on documents offline during travel', 'Share documents with stakeholders for review', 'Track document revision history']"
play::com.samsung.android.voc,Customer Support,Device Support & Community,"['Access expert support for device troubleshooting', 'Discover device tips and optimization features', 'Connect with Samsung user community', 'Stay updated on official brand announcements', 'Redeem exclusive member perks and offers']"
play::com.samsung.android.email.provider,Productivity,Email Management,"['Manage multiple business and personal email accounts', 'Encrypt sensitive emails using S/MIME', 'Configure Exchange ActiveSync for enterprise use', 'Organize inbox with spam management tools', 'Set up insightful email notifications']"
play::com.shop.mova,E-Commerce,Cashback & Rewards Shopping,"['Discover curated products across platforms', 'Earn cashback rewards on purchases', 'Compare deals from multiple retailers', 'Track order savings and benefits', 'Access exclusive shopping promotions']"
play::com.seattleapplab.jerseymikes,Food & Beverage,Restaurant Ordering,"['Place mobile orders for quick pickup', 'Customize menu items to preferences', 'Earn loyalty points on purchases', 'Redeem rewards for free menu items', 'Order catering for business meetings']"
play::yuku.alkitab,Religious,Bible Study & Reading,"['Read Bible translations in multiple languages', 'Search scripture passages by keyword', 'Access offline Bible content while traveling', 'Bookmark and highlight important verses', 'Compare different Bible translation versions']"
play::ak.alizandro.smartaudiobookplayer,Media,Audiobook Playback,"['Organize audiobook library by folders', 'Resume playback from last position', 'Adjust playback speed for efficient listening', 'Set sleep timer for bedtime listening', 'Track listening progress across books']"
play::com.dawateislami.namaz,Religious,Islamic Prayer Management,"['Receive accurate prayer time notifications', 'Locate Qibla direction for prayers', 'Set Azan reminders for daily prayers', 'Track missed prayers for makeup', 'Access prayer schedules while traveling']"
play::stepcounter.steptracker.pedometer.calorie,Health & Fitness,Activity Tracking,"['Track daily step count accurately', 'Monitor walking distance and duration', 'Calculate calories burned during activities', 'Review weekly and monthly activity trends', 'Set daily fitness goals and targets']"
play::com.logicdev.quran_reader,Religious,Quran Study & Recitation,"['Read Quran with word-by-word highlighting', 'Practice recitation with pronunciation guides', 'Bookmark verses for memorization review', 'Navigate Quran using Mushaf-style interface', 'Track daily Quran reading progress']"
play::com.thumbtack.consumer,Home Services,Professional Hiring Marketplace,"['Find and hire local service professionals', 'Request quotes for home improvement projects', 'Compare reviews and ratings of contractors', 'Schedule appointments with service providers', 'Manage ongoing home maintenance tasks']"
play::com.publix.main,Retail,Grocery Shopping & Deals,"['Browse weekly deals and promotions', 'Create and manage shopping lists', 'Order deli items for pickup', 'Earn loyalty rewards on purchases', 'Clip digital coupons for savings']"
play::com.kvb.mobilebanking,Finance,Mobile Banking,"['Transfer funds via IMPS and UPI', 'Check account balances and statements', 'Pay bills and recharge FASTag', 'Open new savings accounts digitally', 'Scan Bharat QR for instant payments']"
play::com.tasks.android,Productivity,Task Management,"['Create and organize daily task lists', 'Set reminders for important deadlines', 'Plan and schedule project milestones', 'Prioritize tasks by urgency and importance', 'Track task completion progress']"
play::com.nar.bubblefriends,Entertainment,Casual Puzzle Gaming,"['Complete bubble shooter puzzle levels', 'Rescue trapped animals through gameplay', 'Strategize bubble matching combinations', 'Progress through thousands of game levels', 'Compete for high scores and achievements']"
play::com.substack.app,Content Publishing,Newsletter & Creator Platform,"['Subscribe to independent writers and podcasters', 'Read ad-free articles and newsletters', 'Listen to exclusive podcasts and audio content', 'Support creators with paid subscriptions', 'Discover new writers and content communities']"
play::com.whatscan.web.scanner.dual.app.whatsweb,Messaging Utilities,Multi-Account Management,"['Manage multiple messaging accounts on one device', 'Scan QR codes to sync accounts across devices', 'Access same account from different devices', 'Save and download status updates', 'Switch between multiple chat accounts quickly']"
play::com.dencreak.spbook,Personal Finance,Expense Tracking,"['Record daily income and expenses', 'Set and monitor spending budgets', 'View financial statistics with charts', 'Search and filter transaction history', 'Analyze spending patterns with pie charts']"
play::com.tickettothemoon.persona,Photo Editing,AI Beauty Enhancement,"['Apply AI-powered beauty filters to photos', 'Smooth skin and enhance facial features', 'Edit portrait photos professionally', 'Apply real-time beauty effects to videos', 'Perfect selfies with one-click enhancements']"
play::com.dreamapp.dubhe,AI Video Creation,Avatar & Animation Generator,"['Create talking avatar videos from photos', 'Generate AI lip-sync animations', 'Clone and convert voices for content', 'Produce AI dance videos from images', 'Enhance and edit images with AI tools']"
